Time;Id;Title;Subtitle;InService;NumbeOfLocks;ActualLocks;ActualBikes;UpdatedAt;RefreshRate;
2018-08-19 00:03:41;208;Hammersborg Torg;i Møllergata;True;20;5;12;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;210;Birkelunden;langs Seilduksgata;True;10;5;4;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;217;Adamstuen;Ved holdeplassen;True;8;6;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;219;Gimle Kino;nedenfor Frogner Kirke;True;21;18;2;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;218;Briskeby;ved Uranienborg skole;True;15;12;1;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;240;;;;;24;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;230;Thune;ved bomringen;True;21;9;10;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;202;Ruseløkka;ved Vika Terrasse;True;27;20;1;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;234;Spikersuppa Vest;mot Stortingsgata;True;42;25;16;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;239;Hasle;langs Økernveien;True;30;29;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;255;Chr. Michelsens Gate;ved Fjellgata;True;20;19;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;227;St. Hanshaugen park sør;ved dammen;True;12;12;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;238;;;;;-1;-1;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;248;Ila;Colletsgt Uelandsgt;True;18;18;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;224;Lindern;krysset ved Kirkeveien og Stensgata;True;21;20;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;232;Fram-gården;langs Bygdøy Allé;True;30;23;4;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;223;Vestkanttorvet;langs Tidemands gate;True;15;11;1;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;251;Hallénparken;ved Vogts gate;True;10;6;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;243;Sentrum Scene;ved Arbeidersamfunnets plass;True;24;0;21;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;245;Kværnerbyen;ved treningssenteret;True;30;25;4;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;231;BI Nydalen;ved hovedinngangen;True;42;38;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;267;Bislett Stadion;ved rundkjøringen;True;24;17;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;466;Mølleparken;ved Sannerbrua;True;25;24;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;467;Lakkegata;ved Sundtkvartalet;True;18;13;1;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;263;;;;;-1;-1;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;249;Vippetangen øst;nærmest Operaen;True;15;11;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;252;Skøyen;langs Drammensveien;True;18;0;12;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;235;Vulkan;ved Maridalsveien;True;18;15;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;247;Sjøsiden øst;nærmest trappen;True;45;1;41;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;228;AHO;langs Maridalsveien;True;20;12;2;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;241;Bygdøy allé;ved broen over togskinnene;True;12;7;2;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;281;Oslo Plaza;ved rundkjøringen;True;9;3;1;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;275;Ruseløkkgården;langs Løkkeveien;True;24;17;4;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;264;Elisenberg;ved holdeplassen;True;15;10;4;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;261;Hydroparken;langs Drammensveien;True;30;26;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;253;;;;;-1;-1;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;259;Suhms gate;mellom Schultz' gate og Industrigata;True;21;18;1;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;278;Vippetangen vest;nærmest Rådhuset;True;30;23;5;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;254;Frogner Stadion;til venstre for hovedinngangen;True;36;28;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;244;Furulund;langs Vækerøveien;True;24;23;1;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;246;Sofienbergparken sør;langs Sofienberggata;True;12;9;1;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;269;Ullevålsalléen;langs Sognsveien;True;15;15;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;260;Frognerstranda;ved Kongen Marina;True;60;52;6;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;257;Trondheimsveien;Ved trikkestoppet;True;10;7;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;270;Jenny Braatens Plass;ved Sinsenveien;True;15;12;2;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;299;Valkyrieplassen;langs Valkyriegata;True;12;10;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;297;Bjørvika;ved broen under Nylandsveien;True;30;13;12;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;266;Botanisk Hage sør;langs Jens Bjelkes gate;True;29;23;4;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;289;Vålerenga;langs Ingeborgs gate;True;21;20;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;268;Stensparken;ved Sporveisgata;True;15;14;1;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;468;Schous plass trikkestopp;ved biblioteket;True;20;4;11;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;274;Sukkerbiten;ved gangbroen til Sørenga;True;36;5;24;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;286;;;;;0;1;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;302;Rådhusgata;ved Kontraskjæret trikkestopp;True;42;13;24;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;290;Skillebekk;langs Drammensveien;True;15;6;8;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;301;;;;;-1;-1;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;273;Sofies gate;i Ullevålsveien;True;9;8;1;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;284;;;;;-1;-1;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;277;Helga Helgesens plass;langs Grønlandsleiret;True;25;4;18;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;280;Studentparlamentet;ved Frydenlund holdeplass;True;30;29;0;2018-08-19 00:03:32;10.0;
2018-08-19 00:03:41;291;St. Hanshaugen park nord;krysset Colletts gt / Geitmyrsveien;True;15;14;0;2018-08-19 00:03:32;10.0;
